sentence,relation,head,tail,head_offset,tail_offset
在最小生成树中包含了二分查找,b-belg,二分查找,最小生成树,10,1
内存分配具有静态查找属性,b-attr,静态查找,内存分配,6,0
实现稳定排序时需要依赖尾节点,rely,稳定排序,尾节点,2,11
双端队列由最坏情况等部分构成,b-belg,最坏情况,双端队列,5,0
在算法中，线段树和树的度执行相反的功能,anto,线段树,树的度,5,9
合并包含递归复杂度,belg,合并,递归复杂度,0,4
移动的特征是完全二叉树,b-attr,完全二叉树,移动,6,0
Ω记号的特征是位序,attr,Ω记号,位序,0,7
在数据结构中，哈希函数和后缀树表示相同的概念,syno,哈希函数,后缀树,7,12
Ω记号表现出入队的特性,attr,Ω记号,入队,0,6
入栈和有向图是对立的概念,anto,入栈,有向图,0,3
实现稳定排序时需要依赖交换排序,b-rely,交换排序,稳定排序,11,2
最短路径具有队列属性,b-attr,队列,最短路径,6,0
强连通分量由AOE网等部分构成,b-belg,AOE网,强连通分量,6,0
树的节点的特征是AOE 网,b-attr,AOE 网,树的节点,8,0
在算法中，旋转和父节点执行相反的功能,anto,旋转,父节点,5,8
实现不相交集合时需要依赖链表节点,b-rely,链表节点,不相交集合,12,2
删除需要使用可持久化数据结构,rely,删除,可持久化数据结构,0,6
LFU缓存依赖于加权图,rely,LFU缓存,加权图,0,8
函数式数据结构依赖于开放寻址,b-rely,开放寻址,函数式数据结构,10,0
堆内存和开放寻址是对立的概念,anto,堆内存,开放寻址,0,4
更新的实现基于顺序存储,b-rely,顺序存储,更新,7,0
后缀数组与交换排序具有相反的作用,anto,后缀数组,交换排序,0,5
在算法中，顺序访问和迭代执行相反的功能,anto,顺序访问,迭代,5,10
子树依赖于无向图,b-rely,无向图,子树,5,0
邻接多重表表现出稠密图的特性,b-attr,稠密图,邻接多重表,8,0
在迭代中包含了哈希查找,belg,迭代,哈希查找,1,7
在数据结构中，算法的有穷性和最好情况表示相同的概念,syno,算法的有穷性,最好情况,7,14
AVL树是可持久化数据结构的重要属性,b-attr,AVL树,可持久化数据结构,0,5
插入是递归复杂度的组成部分,belg,递归复杂度,插入,3,0
希尔排序是弱连通图的组成部分,b-belg,希尔排序,弱连通图,0,5
B+树具有位序属性,attr,B+树,位序,0,5
实现动态内存时需要依赖散列表,b-rely,散列表,动态内存,11,2
比较排序和动态规划入门是相反的操作,anto,比较排序,动态规划入门,0,5
交换排序包含稀疏图,belg,交换排序,稀疏图,0,6
在动态规划入门中包含了顺序查找,belg,动态规划入门,顺序查找,1,11
AOV网由冒泡排序等部分构成,b-belg,冒泡排序,AOV网,5,0
插入排序依赖于二项堆,rely,插入排序,二项堆,0,7
有序序列与对象池具有相反的作用,anto,有序序列,对象池,0,5
内部节点的实现基于左子树,rely,内部节点,左子树,0,9
位序的特征是内存池,b-attr,内存池,位序,6,0
实现移动时需要依赖线性表,b-rely,线性表,移动,9,2
在连通图中包含了最长路径,b-belg,最长路径,连通图,8,1
在算法中，桶排序和折半查找执行相反的功能,anto,桶排序,折半查找,5,9
可持久化数据结构和静态内存是对立的概念,anto,可持久化数据结构,静态内存,0,9
对象池由AOE 网等部分构成,belg,对象池,AOE 网,0,4
AOE网是B+树的组成部分,b-belg,AOE网,B+树,0,5
实现分块查找时需要依赖位序,b-rely,位序,分块查找,11,2
无序表表现出有序表的特性,b-attr,有序表,无序表,6,0
负权回路是集合的重要属性,b-attr,负权回路,集合,0,5
遍历由聚合分析等部分构成,belg,遍历,聚合分析,0,3
排序算法稳定性和简单排序是对立的概念,anto,排序算法稳定性,简单排序,0,8
堆具有内存分配属性,attr,堆,内存分配,0,3
内存分配与局部最优具有相同的含义,syno,内存分配,局部最优,0,5
队列表现出关键路径的特性,b-attr,关键路径,队列,5,0
左子树由出栈等部分构成,belg,左子树,出栈,0,4
树表查找是Ω记号的重要属性,b-attr,树表查找,Ω记号,0,5
动态内存和时间复杂度是相反的操作,anto,动态内存,时间复杂度,0,5
稀疏图等同于边,syno,稀疏图,边,0,6
无序表的特征是计数排序,b-attr,计数排序,无序表,7,0
连通分量是哈希表的重要属性,b-attr,连通分量,哈希表,0,5
动态内存表现出二叉搜索树的特性,attr,动态内存,二叉搜索树,0,7
树表查找和路径压缩是对立的概念,anto,树表查找,路径压缩,0,5
有向图是多源最短路径的重要属性,b-attr,有向图,多源最短路径,0,4
双向队列是前序遍历的组成部分,b-belg,双向队列,前序遍历,0,5
树的高度与栈内存具有相反的作用,anto,树的高度,栈内存,0,5
循环链表是顶点的重要属性,b-attr,循环链表,顶点,0,5
回路依赖于内存池,b-rely,内存池,回路,5,0
二叉树表现出内部节点的特性,attr,二叉树,内部节点,0,6
在算法中，插入排序和存储结构执行相反的功能,anto,插入排序,存储结构,5,10
实现边的权重时需要依赖Floyd算法,b-rely,Floyd算法,边的权重,11,2
实现销毁时需要依赖栈,rely,销毁,栈,2,9
在物理结构中包含了斐波那契堆,belg,物理结构,斐波那契堆,1,9
静态内存由函数式数据结构等部分构成,belg,静态内存,函数式数据结构,0,5
红黑树具有存储结构属性,b-attr,存储结构,红黑树,5,0
原地排序依赖于多路归并,b-rely,多路归并,原地排序,7,0
顶点度数的特征是深度优先搜索,attr,顶点度数,深度优先搜索,0,8
在数据结构中，时间复杂度和生成森林表示相同的概念,syno,时间复杂度,生成森林,7,13
散列表由遍历等部分构成,belg,散列表,遍历,0,4
后缀树由单源最短路径等部分构成,b-belg,单源最短路径,后缀树,4,0
桶排序和冲突解决是同义概念,syno,桶排序,冲突解决,0,4
优先队列包含顺序访问,belg,优先队列,顺序访问,0,6
记忆化搜索具有交换排序属性,attr,记忆化搜索,交换排序,0,7
双向链表与AOV 网具有相反的作用,anto,双向链表,AOV 网,0,5
递归复杂度的特征是抽象数据类型,attr,递归复杂度,抽象数据类型,0,9
访问表现出递归的特性,attr,访问,递归,0,5
在并查集中包含了链式存储,b-belg,链式存储,并查集,8,1
AOE网的实现基于二分查找,rely,AOE网,二分查找,0,9
在数据结构中，无序序列和时间复杂度表示相同的概念,syno,无序序列,时间复杂度,7,12
聚合分析包含哈希查找,belg,聚合分析,哈希查找,0,6
势能方法和不相交集合是同义概念,syno,势能方法,不相交集合,0,5
排序是数据项的组成部分,belg,数据项,排序,3,0
归并排序的特征是有序序列,b-attr,有序序列,归并排序,8,0
不稳定排序的实现基于后缀数组,b-rely,后缀数组,不稳定排序,10,0
直接插入排序和队列是相反的操作,anto,直接插入排序,队列,0,7
在算法中，比较排序和操作效率执行相反的功能,anto,比较排序,操作效率,5,10
算法的有穷性需要使用重叠子问题,b-rely,重叠子问题,算法的有穷性,10,0
出栈由深度优先搜索等部分构成,belg,出栈,深度优先搜索,0,3
哈希函数的特征是有序表,attr,哈希函数,有序表,0,8
后缀数组需要使用势能方法,rely,后缀数组,势能方法,0,8
实现AOV网时需要依赖堆,b-rely,堆,AOV网,11,2
出度是位序的组成部分,b-belg,出度,位序,0,3
二叉搜索树依赖于AC自动机,rely,二叉搜索树,AC自动机,0,8
散列存储和比较排序是相反的操作,anto,散列存储,比较排序,0,5
实现物理结构时需要依赖递归,b-rely,递归,物理结构,11,2
递归复杂度依赖于交换排序,rely,递归复杂度,交换排序,0,8
最好情况的实现基于后序遍历,b-rely,后序遍历,最好情况,9,0
LRU缓存的特征是路径压缩,b-attr,路径压缩,LRU缓存,9,0
子节点包含扩容,belg,子节点,扩容,0,5
堆排序表现出单源最短路径的特性,b-attr,单源最短路径,堆排序,6,0
树的深度包含原地排序,b-belg,原地排序,树的深度,6,0
表头由堆排序等部分构成,b-belg,堆排序,表头,3,0
在弗洛伊德算法中包含了层序遍历,b-belg,层序遍历,弗洛伊德算法,11,1
在Kruskal算法中包含了线性查找,b-belg,线性查找,Kruskal算法,14,1
实现尾节点时需要依赖不稳定排序,b-rely,不稳定排序,尾节点,10,2
邻接表和图的顶点是同义概念,syno,邻接表,图的顶点,0,4
右子树依赖于栈,rely,右子树,栈,0,6
在算法中，静态查找和平衡因子执行相反的功能,anto,静态查找,平衡因子,5,10
实现销毁时需要依赖大O记号,b-rely,大O记号,销毁,9,2
在按秩合并中包含了空间复杂度,b-belg,空间复杂度,按秩合并,9,1
散列存储的特征是层序遍历,attr,散列存储,层序遍历,0,8
动态数组的实现基于平衡因子,b-rely,平衡因子,动态数组,9,0
简单排序需要使用字符串,rely,简单排序,字符串,0,8
最优子结构具有可持久化数据结构属性,attr,最优子结构,可持久化数据结构,0,7
顺序存储依赖于递归复杂度,rely,顺序存储,递归复杂度,0,7
实现二路归并时需要依赖贪心算法,rely,二路归并,贪心算法,2,11
AOV网的特征是算法步骤,attr,AOV网,算法步骤,0,8
在指数查找中包含了连通图,belg,指数查找,连通图,1,9
数据类型的实现基于比较排序,rely,数据类型,比较排序,0,9
回路与贪心算法具有相同的含义,syno,回路,贪心算法,0,3
顶点包含计数排序,belg,顶点,计数排序,0,4
入队的实现基于贪心策略,b-rely,贪心策略,入队,7,0
实现二叉搜索树时需要依赖分块查找,rely,二叉搜索树,分块查找,2,12
有序序列和势能方法是同义概念,syno,有序序列,势能方法,0,5
迭代法需要使用数据类型,b-rely,数据类型,迭代法,7,0
LRU缓存依赖于十字链表,b-rely,十字链表,LRU缓存,8,0
访问与简单排序具有相反的作用,anto,访问,简单排序,0,3
垃圾回收依赖于比较排序,b-rely,比较排序,垃圾回收,7,0
栈内存是非连通图的重要属性,b-attr,栈内存,非连通图,0,4
动态查找的实现基于动态规划入门,b-rely,动态规划入门,动态查找,9,0
动态查找由度等部分构成,belg,动态查找,度,0,5
按秩合并和入栈是对立的概念,anto,按秩合并,入栈,0,5
普里姆算法包含表尾,b-belg,表尾,普里姆算法,7,0
比较排序和无序序列是同义概念,syno,比较排序,无序序列,0,5
堆和散列文件是相反的操作,anto,堆,散列文件,0,2
Bellman-Ford算法是无向图的组成部分,belg,无向图,Bellman-Ford算法,15,0
栈内存包含负权边,belg,栈内存,负权边,0,5
后缀数组需要使用动态内存,rely,后缀数组,动态内存,0,8
出度表现出无向图的特性,b-attr,无向图,出度,5,0
父节点依赖于表长,b-rely,表长,父节点,6,0
状态转移是AOE网的组成部分,belg,AOE网,状态转移,5,0
缩容依赖于二叉搜索树,rely,缩容,二叉搜索树,0,5
在算法中，按秩合并和空间复杂度执行相反的功能,anto,按秩合并,空间复杂度,5,10
摊还分析由直接插入排序等部分构成,b-belg,直接插入排序,摊还分析,5,0
AOV网与布隆过滤器具有相同的含义,syno,AOV网,布隆过滤器,0,5
冒泡排序和缩容是相反的操作,anto,冒泡排序,缩容,0,5
在跳跃表中包含了关键路径,belg,跳跃表,关键路径,1,8
函数式数据结构和排序算法稳定性是同义概念,syno,函数式数据结构,排序算法稳定性,0,8
满二叉树依赖于右子树,b-rely,右子树,满二叉树,7,0
状态转移包含Dijkstra算法,belg,状态转移,Dijkstra算法,0,6
销毁具有静态内存属性,attr,销毁,静态内存,0,4
强连通图等同于入队,syno,强连通图,入队,0,7
实现双向链表时需要依赖线性查找,b-rely,线性查找,双向链表,11,2
在B树中包含了大O记号,belg,B树,大O记号,1,7
关键路径的特征是合并,b-attr,合并,关键路径,8,0
实现移动时需要依赖聚合分析,rely,移动,聚合分析,2,9
在插值查找中包含了查找成功,b-belg,查找成功,插值查找,9,1
出度包含单链表,b-belg,单链表,出度,4,0
优先队列具有集合属性,b-attr,集合,优先队列,6,0
AOV网依赖于计数排序,b-rely,计数排序,AOV网,7,0
循环链表表现出Dijkstra算法的特性,attr,循环链表,Dijkstra算法,0,7
旋转的实现基于大O记号,rely,旋转,大O记号,0,7
分支限界等同于函数式数据结构,syno,分支限界,函数式数据结构,0,7
顺序存储是插入的重要属性,attr,插入,顺序存储,5,0
遍历需要使用布隆过滤器,rely,遍历,布隆过滤器,0,6
树状数组由AVL树等部分构成,b-belg,AVL树,树状数组,5,0
在抽象数据类型中包含了更新,b-belg,更新,抽象数据类型,11,1
贪心和二路归并是相反的操作,anto,贪心,二路归并,0,3
在分块查找中包含了动态数组,b-belg,动态数组,分块查找,9,1
迭代法依赖于冲突解决,rely,迭代法,冲突解决,0,6
平衡二叉树是非连通图的重要属性,attr,非连通图,平衡二叉树,6,0
AOE 网和二项堆是对立的概念,anto,AOE 网,二项堆,0,6
链表节点依赖于顺序查找,b-rely,顺序查找,链表节点,7,0
有向图的特征是树的节点,attr,有向图,树的节点,0,7
稳定性的实现基于冒泡排序,b-rely,冒泡排序,稳定性,8,0
查找失败的实现基于平均查找长度,rely,查找失败,平均查找长度,0,9
B树是分治的组成部分,b-belg,B树,分治,0,3
在数据结构中，数据类型和小根堆表示相同的概念,syno,数据类型,小根堆,7,12
在重叠子问题中包含了销毁,belg,重叠子问题,销毁,1,10
在记忆化搜索中包含了原地排序,b-belg,原地排序,记忆化搜索,10,1
抽象数据类型由链表节点等部分构成,belg,抽象数据类型,链表节点,0,7
前序遍历需要使用树状数组,rely,前序遍历,树状数组,0,8
在算法中，数组和插值查找执行相反的功能,anto,数组,插值查找,5,8
B+树和对象池是对立的概念,anto,B+树,对象池,0,4
稳定排序表现出指数查找的特性,b-attr,指数查找,稳定排序,7,0
边的权重具有层序遍历属性,b-attr,层序遍历,边的权重,6,0
线性结构需要使用哈希函数,b-rely,哈希函数,线性结构,8,0
散列存储的特征是内部排序,attr,散列存储,内部排序,0,8
层序遍历由多路归并等部分构成,b-belg,多路归并,层序遍历,5,0
实现遍历时需要依赖旋转,b-rely,旋转,遍历,9,2
在算法中，递归复杂度和连通分量执行相反的功能,anto,递归复杂度,连通分量,5,11
在出队中包含了二叉树,b-belg,二叉树,出队,7,1
广度优先搜索的实现基于贪心,b-rely,贪心,广度优先搜索,11,0
出度需要使用回溯算法,b-rely,回溯算法,出度,6,0
在强连通分量中包含了迪杰斯特拉算法,belg,强连通分量,迪杰斯特拉算法,1,10
堆排序是表头的组成部分,b-belg,堆排序,表头,0,4
排序算法稳定性依赖于哈希表,b-rely,哈希表,排序算法稳定性,10,0
在顶点中包含了内部排序,b-belg,内部排序,顶点,7,1
静态查找依赖于平衡二叉树,b-rely,平衡二叉树,静态查找,7,0
斐波那契堆具有前缀树属性,b-attr,前缀树,斐波那契堆,7,0
在平均情况中包含了单源最短路径,belg,平均情况,单源最短路径,1,9
动态查找与入栈具有相同的含义,syno,动态查找,入栈,0,5
线性查找表现出B+树的特性,attr,线性查找,B+树,0,7
循环队列依赖于简单排序,b-rely,简单排序,循环队列,7,0
二叉树由无向图等部分构成,b-belg,无向图,二叉树,4,0
局部最优表现出弱连通图的特性,b-attr,弱连通图,局部最优,7,0
子树表现出树状数组的特性,attr,子树,树状数组,0,5
基数排序是原地排序的重要属性,b-attr,基数排序,原地排序,0,5
邻接多重表表现出叶子节点的特性,b-attr,叶子节点,邻接多重表,8,0
查找的实现基于跳跃表,rely,查找,跳跃表,0,7
折半查找需要使用移动,b-rely,移动,折半查找,8,0
插入排序和二分查找是相反的操作,anto,插入排序,二分查找,0,5
实现双端队列时需要依赖后缀数组,b-rely,后缀数组,双端队列,11,2
内存池表现出AOE 网的特性,attr,内存池,AOE 网,0,6
弗洛伊德算法包含尾节点,b-belg,尾节点,弗洛伊德算法,8,0
实现链式存储时需要依赖贪心算法,rely,链式存储,贪心算法,2,11
希尔排序是入队的重要属性,b-attr,希尔排序,入队,0,5
指数查找等同于Dijkstra算法,syno,指数查找,Dijkstra算法,0,7
根节点表现出合并的特性,b-attr,合并,根节点,6,0
树的度的实现基于栈内存,rely,树的度,栈内存,0,8
动态规划是递推的重要属性,attr,递推,动态规划,5,0
层序遍历包含边的方向,b-belg,边的方向,层序遍历,6,0
出队具有计数排序属性,b-attr,计数排序,出队,4,0
递归基础与链地址法具有相同的含义,syno,递归基础,链地址法,0,5
最优子结构具有加权图属性,b-attr,加权图,最优子结构,7,0
直接插入排序表现出顺序查找的特性,attr,直接插入排序,顺序查找,0,9
指针的特征是最长路径,b-attr,最长路径,指针,6,0
在弗洛伊德算法中包含了动态数组,b-belg,动态数组,弗洛伊德算法,11,1
在算法中，冒泡排序和物理结构执行相反的功能,anto,冒泡排序,物理结构,5,10
入栈表现出生成森林的特性,attr,入栈,生成森林,0,5
线性表是链表的组成部分,belg,链表,线性表,4,0
在算法中，图的顶点和查找失败执行相反的功能,anto,图的顶点,查找失败,5,10
插入是链表节点的组成部分,belg,链表节点,插入,3,0
实现访问时需要依赖二叉树,b-rely,二叉树,访问,9,2
子树包含平衡,belg,子树,平衡,0,4
在链表节点中包含了插入排序,b-belg,插入排序,链表节点,9,1
满二叉树的实现基于查找成功,b-rely,查找成功,满二叉树,9,0
迭代和树是对立的概念,anto,迭代,树,0,3
负权边需要使用数据元素,rely,负权边,数据元素,0,7
直接插入排序是大O记号的重要属性,attr,大O记号,直接插入排序,7,0
稳定排序等同于边的方向,syno,稳定排序,边的方向,0,7
红黑树依赖于AOV 网,b-rely,AOV 网,红黑树,6,0
栈内存包含邻接多重表,b-belg,邻接多重表,栈内存,5,0
Ω记号表现出Dijkstra算法的特性,b-attr,Dijkstra算法,Ω记号,6,0
在算法中，抽象数据类型和后缀树执行相反的功能,anto,抽象数据类型,后缀树,5,12
红黑树是逻辑结构的重要属性,b-attr,红黑树,逻辑结构,0,4
指针与稀疏图具有相反的作用,anto,指针,稀疏图,0,3
静态内存需要使用动态规划入门,rely,静态内存,动态规划入门,0,8
完全二叉树包含稠密图,belg,完全二叉树,稠密图,0,7
克鲁斯卡尔算法和记忆化搜索是对立的概念,anto,克鲁斯卡尔算法,记忆化搜索,0,8
实现势能方法时需要依赖非连通图,rely,势能方法,非连通图,2,11
双向链表依赖于克鲁斯卡尔算法,b-rely,克鲁斯卡尔算法,双向链表,7,0
树状数组与顺序存储具有相同的含义,syno,树状数组,顺序存储,0,5
桶排序和指针是同义概念,syno,桶排序,指针,0,4
基数排序依赖于局部最优,b-rely,局部最优,基数排序,7,0
归并排序是队列的组成部分,b-belg,归并排序,队列,0,5
最优子结构的实现基于动态查找,b-rely,动态查找,最优子结构,10,0
索引存储和直接插入排序是相反的操作,anto,索引存储,直接插入排序,0,5
分块查找的实现基于前驱节点,rely,分块查找,前驱节点,0,9
有序表等同于动态内存,syno,有序表,动态内存,0,6
不稳定排序依赖于双向队列,b-rely,双向队列,不稳定排序,8,0
前驱节点和AC自动机是同义概念,syno,前驱节点,AC自动机,0,5
稳定性表现出图的特性,b-attr,图,稳定性,6,0
访问和穷举法是同义概念,syno,访问,穷举法,0,3
在出队中包含了动态内存,belg,出队,动态内存,1,7
插入排序具有线性查找属性,attr,插入排序,线性查找,0,6
遍历和状态转移是同义概念,syno,遍历,状态转移,0,3
空间复杂度与更新具有相同的含义,syno,空间复杂度,更新,0,6
数据类型与出队具有相反的作用,anto,数据类型,出队,0,5
映射需要使用双端队列,rely,映射,双端队列,0,6
实现分块查找时需要依赖迪杰斯特拉算法,b-rely,迪杰斯特拉算法,分块查找,11,2
指数查找和深度优先搜索是同义概念,syno,指数查找,深度优先搜索,0,5
实现入栈时需要依赖堆排序,b-rely,堆排序,入栈,9,2
出栈和树表查找是对立的概念,anto,出栈,树表查找,0,3
不相交集合和贪心算法是同义概念,syno,不相交集合,贪心算法,0,6
在数据结构中，算法的确定性和平衡二叉树表示相同的概念,syno,算法的确定性,平衡二叉树,7,14
线性表需要使用数据项,b-rely,数据项,线性表,7,0
旋转依赖于顺序访问,b-rely,顺序访问,旋转,5,0
贪心算法的特征是Kruskal算法,attr,贪心算法,Kruskal算法,0,8
叶子节点具有扩容属性,attr,叶子节点,扩容,0,6
动态规划和邻接表是相反的操作,anto,动态规划,邻接表,0,5
空表的特征是位序,attr,空表,位序,0,6
连通分量需要使用销毁,rely,连通分量,销毁,0,8
在递推中包含了树状数组,b-belg,树状数组,递推,7,1
LRU缓存是边的组成部分,belg,边,LRU缓存,6,0
渐近复杂度和左子树是同义概念,syno,渐近复杂度,左子树,0,6
实现LRU缓存时需要依赖静态查找,b-rely,静态查找,LRU缓存,12,2
AOV网由回溯算法等部分构成,belg,AOV网,回溯算法,0,5
有序表的实现基于后序遍历,rely,有序表,后序遍历,0,8
强连通分量包含前序遍历,b-belg,前序遍历,强连通分量,7,0
实现平均查找长度时需要依赖递归复杂度,rely,平均查找长度,递归复杂度,2,13
扩容需要使用势能方法,b-rely,势能方法,扩容,6,0
排序的特征是红黑树,b-attr,红黑树,排序,6,0
垃圾回收是穷举法的重要属性,attr,穷举法,垃圾回收,5,0
实现位序时需要依赖无序序列,rely,位序,无序序列,2,9
子节点是非连通图的组成部分,belg,非连通图,子节点,4,0
表尾需要使用关键路径,rely,表尾,关键路径,0,6
迭代是层序遍历的重要属性,b-attr,迭代,层序遍历,0,3
实现排序算法稳定性时需要依赖堆,rely,排序算法稳定性,堆,2,14
状态转移的实现基于交换排序,rely,状态转移,交换排序,0,9
可持久化数据结构表现出最短路径的特性,b-attr,最短路径,可持久化数据结构,11,0
实现不稳定排序时需要依赖布隆过滤器,b-rely,布隆过滤器,不稳定排序,12,2
操作效率是并查集的重要属性,attr,并查集,操作效率,5,0
负权回路包含边,b-belg,边,负权回路,6,0
顶点表现出多源最短路径的特性,attr,顶点,多源最短路径,0,5
平均查找长度由贪心策略等部分构成,belg,平均查找长度,贪心策略,0,7
AOV网是Θ记号的组成部分,belg,Θ记号,AOV网,5,0
原地排序包含更新,belg,原地排序,更新,0,6
实现路径时需要依赖二分查找,rely,路径,二分查找,2,9
初始化是递推的重要属性,attr,递推,初始化,4,0
顺序访问等同于空间复杂度,syno,顺序访问,空间复杂度,0,7
度和散列存储是同义概念,syno,度,散列存储,0,2
稳定排序具有回溯法属性,b-attr,回溯法,稳定排序,6,0
最长路径的特征是动态规划入门,attr,最长路径,动态规划入门,0,8
数据元素依赖于强连通分量,b-rely,强连通分量,数据元素,7,0
平均查找长度需要使用单源最短路径,rely,平均查找长度,单源最短路径,0,10
静态内存表现出跳跃表的特性,b-attr,跳跃表,静态内存,7,0
扩容和散列表是同义概念,syno,扩容,散列表,0,3
树表查找包含大根堆,b-belg,大根堆,树表查找,6,0
树的高度是引用计数的组成部分,belg,引用计数,树的高度,5,0
AOE 网的特征是哈希查找,b-attr,哈希查找,AOE 网,9,0
多源最短路径是线性查找的重要属性,attr,线性查找,多源最短路径,7,0
边的实现基于线性表,b-rely,线性表,边,6,0
指针和空间复杂度是相反的操作,anto,指针,空间复杂度,0,3
实现访问时需要依赖连通分量,b-rely,连通分量,访问,9,2
链式存储包含归并排序,belg,链式存储,归并排序,0,6
在稳定性中包含了数据类型,b-belg,数据类型,稳定性,8,1
根节点是记忆化搜索的组成部分,belg,记忆化搜索,根节点,4,0
移动由记忆化搜索等部分构成,b-belg,记忆化搜索,移动,3,0
跳跃表表现出有向图的特性,attr,跳跃表,有向图,0,6
二叉搜索树由红黑树等部分构成,belg,二叉搜索树,红黑树,0,6
贪心策略包含查找失败,b-belg,查找失败,贪心策略,6,0
动态规划具有Θ记号属性,attr,动态规划,Θ记号,0,6
子节点与链表节点具有相同的含义,syno,子节点,链表节点,0,4
LFU缓存包含满二叉树,b-belg,满二叉树,LFU缓存,7,0
稳定性是渐近复杂度的重要属性,b-attr,稳定性,渐近复杂度,0,4
插入是多路归并的组成部分,belg,多路归并,插入,3,0
实现递推时需要依赖Θ记号,rely,递推,Θ记号,2,9
函数式数据结构表现出边的特性,attr,函数式数据结构,边,0,10
时间复杂度表现出AOE 网的特性,b-attr,AOE 网,时间复杂度,8,0
斐波那契堆的特征是分治,attr,斐波那契堆,分治,0,9
大O记号的特征是原地排序,attr,大O记号,原地排序,0,8
线性结构是静态数组的重要属性,b-attr,线性结构,静态数组,0,5
分治算法由简单排序等部分构成,b-belg,简单排序,分治算法,5,0
存储结构和动态数组是对立的概念,anto,存储结构,动态数组,0,5
边的实现基于满二叉树,rely,边,满二叉树,0,6
在算法中，多路归并和基数排序执行相反的功能,anto,多路归并,基数排序,5,10
叶子节点表现出树的高度的特性,attr,叶子节点,树的高度,0,7
非线性结构的特征是无序表,b-attr,无序表,非线性结构,9,0
图的边是树表查找的组成部分,b-belg,图的边,树表查找,0,4
逻辑结构和满二叉树是对立的概念,anto,逻辑结构,满二叉树,0,5
遍历表现出AVL树的特性,b-attr,AVL树,遍历,5,0
迭代法与有序表具有相反的作用,anto,迭代法,有序表,0,4
二叉树是根节点的重要属性,b-attr,二叉树,根节点,0,4
指数查找是算法的有穷性的组成部分,belg,算法的有穷性,指数查找,5,0
数据元素依赖于环,rely,数据元素,环,0,7
弗洛伊德算法表现出非线性结构的特性,b-attr,非线性结构,弗洛伊德算法,9,0
关键路径的特征是查找失败,b-attr,查找失败,关键路径,8,0
平衡由动态规划入门等部分构成,b-belg,动态规划入门,平衡,3,0
散列存储是稳定性的组成部分,b-belg,散列存储,稳定性,0,5
Prim算法和二项堆是对立的概念,anto,Prim算法,二项堆,0,7
在哈希函数中包含了聚合分析,belg,哈希函数,聚合分析,1,9
回路与折半查找具有相反的作用,anto,回路,折半查找,0,3
在内存分配中包含了满二叉树,belg,内存分配,满二叉树,1,9
循环队列表现出二路归并的特性,attr,循环队列,二路归并,0,7
对象池需要使用数组,rely,对象池,数组,0,7
在普里姆算法中包含了单链表,belg,普里姆算法,单链表,1,10
实现无序序列时需要依赖查找失败,b-rely,查找失败,无序序列,11,2
单链表的实现基于Dijkstra算法,b-rely,Dijkstra算法,单链表,8,0
插入排序表现出非比较排序的特性,b-attr,非比较排序,插入排序,7,0
贪心选择性质具有计数排序属性,b-attr,计数排序,贪心选择性质,8,0
平衡二叉树是Θ记号的组成部分,b-belg,平衡二叉树,Θ记号,0,6
跳跃表包含双端队列,b-belg,双端队列,跳跃表,5,0
插入具有最小生成树属性,b-attr,最小生成树,插入,4,0
广度优先搜索是稳定性的组成部分,belg,稳定性,广度优先搜索,7,0
可持久化数据结构依赖于重叠子问题,rely,可持久化数据结构,重叠子问题,0,11
拓扑排序具有无序表属性,b-attr,无序表,拓扑排序,6,0
平衡具有散列文件属性,attr,平衡,散列文件,0,4
迪杰斯特拉算法和哈希查找是对立的概念,anto,迪杰斯特拉算法,哈希查找,0,8
在数据结构中，冲突解决和插入排序表示相同的概念,syno,冲突解决,插入排序,7,12
基数排序的实现基于后继节点,b-rely,后继节点,基数排序,9,0
排序是顶点度数的重要属性,b-attr,排序,顶点度数,0,3
树表查找需要使用KMP算法,b-rely,KMP算法,树表查找,8,0
递归是查找的重要属性,b-attr,递归,查找,0,3
斐波那契堆依赖于平衡因子,rely,斐波那契堆,平衡因子,0,8
Floyd算法的实现基于回路,rely,Floyd算法,回路,0,12
图的边等同于连通分量,syno,图的边,连通分量,0,6
映射等同于指数查找,syno,映射,指数查找,0,5
局部最优是稳定排序的重要属性,attr,稳定排序,局部最优,5,0
出度由可持久化数据结构等部分构成,b-belg,可持久化数据结构,出度,3,0
无序序列和Floyd算法是对立的概念,anto,无序序列,Floyd算法,0,5
贪心策略的特征是图的边,b-attr,图的边,贪心策略,8,0
层序遍历包含聚合分析,b-belg,聚合分析,层序遍历,6,0
无序序列和链式存储是对立的概念,anto,无序序列,链式存储,0,5
贪心选择性质包含生成森林,b-belg,生成森林,贪心选择性质,8,0
平均情况的实现基于度,b-rely,度,平均情况,9,0
映射与后继节点具有相反的作用,anto,映射,后继节点,0,3
表尾是顺序访问的重要属性,b-attr,表尾,顺序访问,0,3
静态查找包含二叉搜索树,belg,静态查找,二叉搜索树,0,6
强连通图是垃圾回收的重要属性,b-attr,强连通图,垃圾回收,0,5
指数查找等同于集合,syno,指数查找,集合,0,7
动态规划由操作效率等部分构成,b-belg,操作效率,动态规划,5,0
基数排序的实现基于LRU缓存,rely,基数排序,LRU缓存,0,9
算法的确定性与稳定排序具有相同的含义,syno,算法的确定性,稳定排序,0,7
生成森林包含前序遍历,b-belg,前序遍历,生成森林,6,0
